capture_date,competitor,product_name,product_type,bottle_count,total_price,price_per_bottle,purchase_type,subscription_frequency,prepaid_terms,variant_options,currency,availability,source_url,notes
2026-07-20T22:19:40.857Z,Soda Pop Online,Apple Beer Soda 12-Pack Bottles,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/apple-beer-soda-12-pack-bottles,
2026-07-20T22:19:43.440Z,Soda Pop Online,Boylan Diet Creme Soda 6-Pack Glass Bottles,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/boylan-diet-creme-soda-6-pack,
2026-07-20T22:19:45.961Z,Soda Pop Online,Boylan Diet Cola Soda 6-Pack Glass Bottles,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/boylan-diet-cola-soda-6-pack,
2026-07-20T22:19:48.494Z,Soda Pop Online,Fentimans Curiosity Cola Soda 12-Pack,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fentimans-curiosity-cola-12-pack,
2026-07-20T22:19:51.150Z,Soda Pop Online,Fentimans Dandelion & Burdock,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fentimans-dandelion-burdock,
2026-07-20T22:19:53.729Z,Soda Pop Online,Jackson Hole Sarsaparilla 12-Pack,12-pack,12,36.99,3.08,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jackson-hole-sarsaparilla-12-pack,
2026-07-20T22:19:56.352Z,Soda Pop Online,Dad's Old Fashioned Blue Cream Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dads-old-fashioned-blue-cream-soda-6-pack,
2026-07-20T22:19:58.919Z,Soda Pop Online,Dad's Old Fashioned Orange Cream Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dads-old-fashioned-orange-cream-soda-6-pack,
2026-07-20T22:20:01.544Z,Soda Pop Online,AJ Stephans Birch Beer 12oz,12-pack,12,,,one-time,,,1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/aj-stephans-birch-beer-12oz,
2026-07-20T22:20:04.102Z,Soda Pop Online,Pistachios Roasted Salted No Shells,quantity unknown,,11.99,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/pistachios-roasted-salted-no-shells,Bottle count could not be determined automatically.
2026-07-20T22:20:06.696Z,Soda Pop Online,Pistachios Sweet Chili,quantity unknown,,6.99,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/pistachios-sweet-chili,Bottle count could not be determined automatically.
2026-07-20T22:20:09.341Z,Soda Pop Online,Pistachios Roasted Salted,variety pack - quantity unknown,,6.99,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/pistachios-roasted-salted,Bottle count could not be determined automatically.
2026-07-20T22:20:12.020Z,Soda Pop Online,Pistachios Salt Pepper,quantity unknown,,6.99,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/pistachios-salt-pepper,Bottle count could not be determined automatically.
2026-07-20T22:20:14.634Z,Soda Pop Online,bang Lemon Drop 16oz,12-pack,12,5.99,0.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bang-lemon-drop-16oz,
2026-07-20T22:20:17.213Z,Soda Pop Online,bang Rainbow Unicorn 16oz,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bang-rainbow-unicorn-16oz,
2026-07-20T22:20:19.811Z,Soda Pop Online,Red Bull Pear Sugarfree,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/red-bull-pear-sugarfree,Bottle count could not be determined automatically.
2026-07-20T22:20:22.433Z,Soda Pop Online,Red Bull Peach Nectarine 12oz,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/red-bull-peach-nectarine,
2026-07-20T22:20:24.997Z,Soda Pop Online,Dad's Old Fashioned Red Cream Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dads-old-fashioned-red-cream-soda-6-pack,
2026-07-20T22:20:27.604Z,Soda Pop Online,bang Cotton Candy 16oz,variety pack - quantity unknown,,2.49,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bang-cotton-candy-16oz,Bottle count could not be determined automatically.
2026-07-20T22:20:30.091Z,Soda Pop Online,bang Bangster Berry 16oz,12-pack,12,,,one-time,,,Extra Berry Single; Extra Berry 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/bang-bangster-berry-16oz,
2026-07-20T22:20:32.735Z,Soda Pop Online,Coke Mexican Glass Bottle Mini 235ml,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/coke-mexican-glass-bottle-235ml,
2026-07-20T22:20:35.276Z,Soda Pop Online,Parrot Aloe Tamarind 500ml,quantity unknown,,1.79,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/parrot-aloe-tamarind-500ml,Bottle count could not be determined automatically.
2026-07-20T22:20:37.993Z,Soda Pop Online,Parrot Aloe Watermelon 500ml,quantity unknown,,1.79,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/parrot-aloe-watermelon-500ml,Bottle count could not be determined automatically.
2026-07-20T22:20:40.623Z,Soda Pop Online,Parrot Aloe Pineapple 500ml,quantity unknown,,1.79,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/parrot-aloe-pineapple-500ml,Bottle count could not be determined automatically.
2026-07-20T22:20:43.307Z,Soda Pop Online,Sangaria Ramune Lychee Soda 8-Pack,8-pack,8,26.99,3.37,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/sangaria-ramune-lychee-soda-8-pack,
2026-07-20T22:20:46.022Z,Soda Pop Online,Boylan Grape Soda 12oz,6-pack,6,3.29,0.55,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/boylan-grape-soda-12oz,
2026-07-20T22:20:48.772Z,Soda Pop Online,Twix Cookie Bars,24-pack,24,44.99,1.87,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/twix-cookie-bars,
2026-07-20T22:20:51.415Z,Soda Pop Online,Reese's Sticks King Size,24-pack,24,44.99,1.87,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/reeses-sticks-king-size,
2026-07-20T22:20:54.048Z,Soda Pop Online,Reese's Big Cup,16-pack,16,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/reeses-big-cup,
2026-07-20T22:20:56.740Z,Soda Pop Online,Hershey's Milk Chocolate Almonds King Size,24-pack,24,30.99,1.29,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/hersheys-milk-chocolate-almonds-king-size,
2026-07-20T22:20:59.422Z,Soda Pop Online,Reese's Peanut Butter Cups King Size,12-pack,12,44.99,3.75,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/reeses-peanut-butter-cups-king-size,
2026-07-20T22:21:02.007Z,Soda Pop Online,Skittles Sweets & Sours,24-pack,24,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/skittles-sweets-sours,
2026-07-20T22:21:04.570Z,Soda Pop Online,Snickers Almond Bar,24-pack,24,26.99,1.12,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/snickers-almond-bar,
2026-07-20T22:21:07.239Z,Soda Pop Online,Dr Pepper Bottle Soda Pop 6-Pack Bottles,6-pack,6,26.99,4.5,one-time,,,Default Title,USD,,https://www.sodapoponline.com/collections/all/products/dr-pepper-bottle-soda-pop-6-pack-bottles,
2026-07-20T22:21:09.830Z,Soda Pop Online,Jackson Hole High Mountain Huckleberry Soda 3-Pack Glass Bottles,3-pack,3,10.99,3.66,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jackson-hole-high-mountain-huckleberry-soda-3-pack-glass-bottles,
2026-07-20T22:21:12.423Z,Soda Pop Online,Kellogg's Rice Krispies Treats Original King Size,quantity unknown,,15.99,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/kelloggs-rice-krispies-treats-original-king-size,Bottle count could not be determined automatically.
2026-07-20T22:21:15.081Z,Soda Pop Online,Kellogg's Rice Krispies Treats Original,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/kelloggs-rice-krispies-treats-original,Bottle count could not be determined automatically.
2026-07-20T22:21:17.756Z,Soda Pop Online,Hershey's Cookie Layer Crunch Mint Creme,24-pack,24,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/hersheys-cookie-layer-crunch-mint-creme,
2026-07-20T22:21:20.278Z,Soda Pop Online,Hershey's Gold Caramelized Crème Candy,24-pack,24,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/hersheys-gold-caramelized-creme,
2026-07-20T22:21:22.902Z,Soda Pop Online,Oreo Double Stuf King Size Cookies,8-pack,8,19.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/oreo-double-stuf-king-size-cookies,
2026-07-20T22:21:25.522Z,Soda Pop Online,Chips Ahoy Chunky Cookies,8-pack,8,16.99,2.12,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/chips-ahoy-chunky-cookies,
2026-07-20T22:21:28.142Z,Soda Pop Online,Nutter Butter Peanut Butter Cookies,8-pack,8,19.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/nutter-butter-peanut-butter-cookies,
2026-07-20T22:21:30.772Z,Soda Pop Online,bang Power Punch 16oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bang-power-punch-energy,
2026-07-20T22:21:33.400Z,Soda Pop Online,bang Peach Mango 16oz,3-pack,3,2.49,0.83,one-time,,,Energy Pomegranate Single; Energy Pomegranate 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/bang-power-punch,
2026-07-20T22:21:36.038Z,Soda Pop Online,bang Piña Colada 16oz,3-pack,3,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bang-pina-colada,
2026-07-20T22:21:38.711Z,Soda Pop Online,bang Sour Heads 16oz,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bang-sour-heads,
2026-07-20T22:21:41.345Z,Soda Pop Online,bang Purple Guava Pear 16oz,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bang-purple-guava-pear,
2026-07-20T22:21:43.956Z,Soda Pop Online,Red Bull Ginger Ale,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/red-bull-ginger-ale,
2026-07-20T22:21:46.870Z,Soda Pop Online,Red Bull Lemon Bitter,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/red-bull-lemon-bitter,
2026-07-20T22:21:49.652Z,Soda Pop Online,Red Bull Simply Cola,4-pack,4,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/red-bull-simply-cola,
2026-07-20T22:21:52.300Z,Soda Pop Online,Red Bull Tonic Water,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/red-bull-tonic-water,Bottle count could not be determined automatically.
2026-07-20T22:21:54.982Z,Soda Pop Online,Avery's Zombie Brain Juice Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-zombie-brain-juice-strawberry-orange-soda-6-pack,
2026-07-20T22:21:57.742Z,Soda Pop Online,Boxed Water 1 Liter,6-pack,6,1.79,0.3,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/boxed-water-1-liter,
2026-07-20T22:22:00.433Z,Soda Pop Online,Boxed Water 500ml,quantity unknown,,1.25,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/boxed-water-500ml,Bottle count could not be determined automatically.
2026-07-20T22:22:03.098Z,Soda Pop Online,Zuberfizz Key Lime Cream Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/zuberfizz-key-lime-cream-soda-6-pack,
2026-07-20T22:22:05.801Z,Soda Pop Online,Rocky Mountain Chocolate Factory Coco Fizz Soda 6-Pack,6-pack,6,14.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/rocky-mountain-chocolate-factory-coco-fizz-soda-6-pack,
2026-07-20T22:22:08.373Z,Soda Pop Online,Stewart's Orange'n Cream Diet,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/stewarts-orangen-cream-diet,
2026-07-20T22:22:11.145Z,Soda Pop Online,Sioux City Root Beer,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/sioux-city-root-beer,
2026-07-20T22:22:13.974Z,Soda Pop Online,Dang! Italian Cherry Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dang-italian-cherry-soda-6-pack,
2026-07-20T22:22:16.684Z,Soda Pop Online,Stewart's Cherries 'n Cream,4-pack,4,,,one-time,,,355ml; 4 Pack; 355ml; 4 Pack; 1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/stewarts-cherries-n-cream,
2026-07-20T22:22:19.376Z,Soda Pop Online,Bruce Cost Jasmine Tea Ginger Ale 6-Pack,6-pack,6,28.99,4.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bruce-cost-jasmine-tea-ginger-ale-6-pack,
2026-07-20T22:22:22.065Z,Soda Pop Online,Bawls Guarana Ginger Ale Soda 12-Pack,12-pack,12,36.99,3.08,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bawls-guarana-ginger-ale-soda-12-pack,
2026-07-20T22:22:24.826Z,Soda Pop Online,Fever-Tree Naturally Light Ginger Beer,12-pack,12,3.99,0.33,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-naturally-light-ginger-beer,
2026-07-20T22:22:27.571Z,Soda Pop Online,Fever-Tree Sparkling Lemon,6-pack,6,,,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-sparkling-lemon,
2026-07-20T22:22:30.306Z,Soda Pop Online,Fever-Tree Bitter Lemon,4-pack,4,,,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-bitter-lemon,
2026-07-20T22:22:33.050Z,Soda Pop Online,Fever Tree Premium Indian Tonic Water,4-pack,4,,,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-premium-indian-tonic-water,
2026-07-20T22:22:35.693Z,Soda Pop Online,Fever-Tree Premium Club Soda,4-pack,4,,,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-premium-club-soda,
2026-07-20T22:22:38.395Z,Soda Pop Online,Fever-Tree Mediterranean Tonic Water,6-pack,6,,,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-mediterranean-tonic-water,
2026-07-20T22:22:41.088Z,Soda Pop Online,Fever Tree Naturally Light Tonic Water,4-pack,4,,,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-naturally-light-tonic-water,
2026-07-20T22:22:43.764Z,Soda Pop Online,Fever Tree Ginger Ale,4-pack,4,9.99,2.5,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-ginger-ale,
2026-07-20T22:22:46.549Z,Soda Pop Online,Fever Tree Ginger Beer,4-pack,4,9.99,2.5,one-time,,,200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-ginger-beer,
2026-07-20T22:22:49.363Z,Soda Pop Online,LifeWtr pH Balanced Premium Purified Water,12-pack,12,1.99,0.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/lifewtr-ph-balanced-premium-purified-water,
2026-07-20T22:22:52.138Z,Soda Pop Online,Penrose Pickled Sausage,12-pack,12,18.99,1.58,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/penrose-pickled-sausage-tijuana-mama,
2026-07-20T22:22:54.988Z,Soda Pop Online,Jarritos Senorial Sangria 12.5,8-pack,8,3.99,0.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jarritos-senorial-sangria,
2026-07-20T22:22:57.761Z,Soda Pop Online,Jarritos Mandarin 12.5oz,subscription,12,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/jarritos-mandarin,
2026-07-20T22:23:00.456Z,Soda Pop Online,Jarritos Guava 12.5oz,12-pack,12,,,one-time,,,1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/jarritos-guava,
2026-07-20T22:23:03.224Z,Soda Pop Online,Jarritos Tamarindo 12.5oz,subscription,8,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/jarritos-tamarindo,
2026-07-20T22:23:05.937Z,Soda Pop Online,Jarritos Tamarind Light 12.5oz,subscription,8,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/jarritos-tamarind-light,
2026-07-20T22:23:08.654Z,Soda Pop Online,Jarritos Club Soda Mineragua,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jarritos-club-soda-mineragua,
2026-07-20T22:23:11.399Z,Soda Pop Online,Stok Black Cold Brew Iced Coffee,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/stok-black-cold-brew-iced-coffee,
2026-07-20T22:23:14.208Z,Soda Pop Online,Stok Mocha Cold Brew Iced Coffee,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/stok-mocha-cold-brew-iced-coffee,
2026-07-20T22:23:16.940Z,Soda Pop Online,Stok Vanilla Cold Brew Iced Coffee,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/stok-vanilla-cold-brew-iced-coffee,
2026-07-20T22:23:19.741Z,Soda Pop Online,Red Bull Orange Edition Tangerine,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/red-bull-orange-edition-tangerine,
2026-07-20T22:23:22.571Z,Soda Pop Online,Faygo Red Pop Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/faygo-red-pop-soda-6-pack,
2026-07-20T22:23:25.379Z,Soda Pop Online,Mountain Dew DEWshine 12oz,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/mountain-dew-dewshine-soda,
2026-07-20T22:23:28.034Z,Soda Pop Online,Munchies Behemoth Bacon,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/munchies-behemoth-bacon-sunflower-seeds,
2026-07-20T22:23:30.838Z,Soda Pop Online,Core Hydration pH Water 900ml,6-pack,6,2.69,0.45,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/buy-core-hydration-ph-water,
2026-07-20T22:23:33.656Z,Soda Pop Online,Stewart's Black Cherry 12oz,12-pack,12,2.09,0.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/stewarts-black-cherry,
2026-07-20T22:23:36.415Z,Soda Pop Online,Stewart's Orange'n Cream 12oz,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/stewarts-orange-and-cream,
2026-07-20T22:23:39.169Z,Soda Pop Online,Stewart's Grape Soda 12oz,6-pack,6,,,one-time,,,1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/stewarts-grape-soda,
2026-07-20T22:23:41.986Z,Soda Pop Online,Stewart's Root Beer 12oz,12-pack,12,,,one-time,,,1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/stewarts-root-beer,
2026-07-20T22:23:44.687Z,Soda Pop Online,Filbert's Peach Soda 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/filberts-peach-soda,
2026-07-20T22:23:47.466Z,Soda Pop Online,Filbert's Cream Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/filberts-cream-soda-12-pack,
2026-07-20T22:23:50.250Z,Soda Pop Online,Spitz Spicy Hot Sauce Seeds,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-spicy-hot-sauce-sunflower-seeds,
2026-07-20T22:23:53.067Z,Soda Pop Online,Spitz Salted Sunflower Seeds,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-salted-sunflower-seeds,
2026-07-20T22:23:55.839Z,Soda Pop Online,Spitz Seasoned Sunflower Seeds,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-seasoned-sunflower-seeds,
2026-07-20T22:23:58.700Z,Soda Pop Online,Spitz Cracked Pepper Sunflower,2-pack,2,1.99,0.99,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-cracked-pepper-sunflower-seeds,
2026-07-20T22:24:01.417Z,Soda Pop Online,Spitz Smoky BBQ Sunflower Seed,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-smoky-bbq-sunflower-seed,
2026-07-20T22:24:04.285Z,Soda Pop Online,Spitz Dill Pickle Sunflower,quantity unknown,,1.99,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-dill-pickle-sunflower-seeds,Bottle count could not be determined automatically.
2026-07-20T22:24:07.115Z,Soda Pop Online,Spitz Chili Lime Sunflower,3-pack,3,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-chili-lime-sunflower-seeds,
2026-07-20T22:24:09.864Z,Soda Pop Online,Spitz Salted Caramel Seeds,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-salted-caramel-sunflower-seeds,
2026-07-20T22:24:13.196Z,Soda Pop Online,Spitz Spicy Sweet Chili Seeds,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/spitz-spicy-sweet-chili-sunflower-seeds,
2026-07-20T22:24:16.298Z,Soda Pop Online,Bette Jane's Ginger Beer 12oz,subscription,6,,,subscription,,6 months; 12 months,6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/bette-janes-original-ginger-beer,
2026-07-20T22:24:19.318Z,Soda Pop Online,PayDay Snack Bites,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/payday-snack-bites,
2026-07-20T22:24:22.153Z,Soda Pop Online,Rocky Road,3-pack,3,2.99,1,one-time,,,24 Count Box Astro Pop; 1 Single Astro Pop,USD,,https://www.sodapoponline.com/collections/all/products/rocky-road-marshmallow-candy,
2026-07-20T22:24:25.091Z,Soda Pop Online,QuestBar Chocolate Brownie,6-pack,6,,,one-time,,6 months; 12 months,5 Hour Energy Berry 2oz Single; 5 Hour Energy Berry 12 Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/questbar-chocolate-brownie,
2026-07-20T22:24:27.114Z,Soda Pop Online,There was a problem loading this website,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/questbar-peanut-butter-supreme,Bottle count could not be determined automatically.
2026-07-20T22:24:30.178Z,Soda Pop Online,QuestBar Strawberry Cheesecake,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/questbar-strawberry-cheewecake,Bottle count could not be determined automatically.
2026-07-20T22:24:33.245Z,Soda Pop Online,QuestBar Double Choco Chunk,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/questbar-double-chocolate-chunk,
2026-07-20T22:24:35.280Z,Soda Pop Online,There was a problem loading this website,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/questbar-vanilla-almond-crunch,Bottle count could not be determined automatically.
2026-07-20T22:24:38.014Z,Soda Pop Online,Tea of a Kind Unsweetened Tea,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/tea-of-a-kind-unsweetened-black-tea,
2026-07-20T22:24:40.055Z,Soda Pop Online,There was a problem loading this website,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/big-league-chew-original-bubble-gum,Bottle count could not be determined automatically.
2026-07-20T22:24:42.876Z,Soda Pop Online,Guayakí Revel Berry Tea 12-Pack,12-pack,12,49.99,4.17,one-time,,,Extra Berry Single; Extra Berry 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/guayaki-revel-berry-tea-12-pack,
2026-07-20T22:24:45.725Z,Soda Pop Online,Guayaki Enlighten Mint 16oz,12-pack,12,2.69,0.22,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/guayaki-yerba-mate-enlighten-mint,
2026-07-20T22:24:49.382Z,Soda Pop Online,Rockstar Boom Whip Straw 16oz,quantity unknown,,4.99,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/rockstar-boom-whipped-strawberry,Bottle count could not be determined automatically.
2026-07-20T22:24:52.370Z,Soda Pop Online,Rockstar Boom Whip Orange 16oz,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/rockstar-boom-whipped-orange,
2026-07-20T22:24:54.392Z,Soda Pop Online,There was a problem loading this website,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/guayaki-yerba-mate-traditional-terere,Bottle count could not be determined automatically.
2026-07-20T22:24:57.473Z,Soda Pop Online,Guayaki Pomegranate Terere 16,12-pack,12,,,one-time,,,Energy Pomegranate Single; Energy Pomegranate 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/guayaki-yerba-mate-pomegranate-terere,
2026-07-20T22:25:00.808Z,Soda Pop Online,Guayaki Raspberry Terere 16oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/guayaki-yerba-mate-raspberry-terere,
